model_label,model_code,ref_label,ref_percent,bps_name
10541_27_Water,10541_27,Water,0,Southern Rocky Mountain Ponderosa Pine Woodland - South
10541_27_UN,10541_27,UN,0,Southern Rocky Mountain Ponderosa Pine Woodland - South
10541_27_UE,10541_27,UE,0,Southern Rocky Mountain Ponderosa Pine Woodland - South
10542_27_A,10542_27,A,10,Southern Rocky Mountain Ponderosa Pine Woodland - North
10542_27_B,10542_27,B,9,Southern Rocky Mountain Ponderosa Pine Woodland - North
10542_27_C,10542_27,C,23,Southern Rocky Mountain Ponderosa Pine Woodland - North
10542_27_D,10542_27,D,40,Southern Rocky Mountain Ponderosa Pine Woodland - North
10542_27_E,10542_27,E,18,Southern Rocky Mountain Ponderosa Pine Woodland - North
10542_27_Agriculture,10542_27,Agriculture,0,Southern Rocky Mountain Ponderosa Pine Woodland - North
10542_27_Developed,10542_27,Developed,0,Southern Rocky Mountain Ponderosa Pine Woodland - North
10542_27_Water,10542_27,Water,0,Southern Rocky Mountain Ponderosa Pine Woodland - North
10542_27_UN,10542_27,UN,0,Southern Rocky Mountain Ponderosa Pine Woodland - North
10542_27_UE,10542_27,UE,0,Southern Rocky Mountain Ponderosa Pine Woodland - North
10550_1_8_9_A,10550_1_8_9,A,7,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
10550_1_8_9_B,10550_1_8_9,B,17,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
10550_1_8_9_C,10550_1_8_9,C,40,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
10550_1_8_9_D,10550_1_8_9,D,24,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
10550_1_8_9_E,10550_1_8_9,E,12,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
10550_1_8_9_Agriculture,10550_1_8_9,Agriculture,0,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
10550_1_8_9_Developed,10550_1_8_9,Developed,0,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
10550_1_8_9_Water,10550_1_8_9,Water,0,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
10550_1_8_9_UN,10550_1_8_9,UN,0,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
10550_1_8_9_UE,10550_1_8_9,UE,0,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
10550_10_19_A,10550_10_19,A,16,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
10550_10_19_B,10550_10_19,B,44,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
10550_10_19_C,10550_10_19,C,15,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
10550_10_19_D,10550_10_19,D,5,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
10550_10_19_E,10550_10_19,E,20,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
10550_10_19_Agriculture,10550_10_19,Agriculture,0,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
10550_10_19_Developed,10550_10_19,Developed,0,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
10550_10_19_Water,10550_10_19,Water,0,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
10550_10_19_UN,10550_10_19,UN,0,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
10550_10_19_UE,10550_10_19,UE,0,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
10550_15_28_A,10550_15_28,A,14,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
10550_15_28_B,10550_15_28,B,19,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
10550_15_28_C,10550_15_28,C,18,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
10550_15_28_D,10550_15_28,D,17,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
10550_15_28_E,10550_15_28,E,32,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
10550_15_28_Agriculture,10550_15_28,Agriculture,0,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
10550_15_28_Developed,10550_15_28,Developed,0,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
10550_15_28_Water,10550_15_28,Water,0,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
10550_15_28_UN,10550_15_28,UN,0,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
10550_15_28_UE,10550_15_28,UE,0,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
10550_16_23_24_A,10550_16_23_24,A,22,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
10550_16_23_24_B,10550_16_23_24,B,28,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
10550_16_23_24_C,10550_16_23_24,C,14,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
10550_16_23_24_D,10550_16_23_24,D,36,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
10550_16_23_24_E,10550_16_23_24,E,NA,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
10550_16_23_24_Agriculture,10550_16_23_24,Agriculture,0,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
10550_16_23_24_Developed,10550_16_23_24,Developed,0,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
10550_16_23_24_Water,10550_16_23_24,Water,0,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
10550_16_23_24_UN,10550_16_23_24,UN,0,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
10550_16_23_24_UE,10550_16_23_24,UE,0,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
10550_17_A,10550_17,A,33,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
10550_17_B,10550_17,B,24,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
10550_17_C,10550_17,C,7,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
10550_17_D,10550_17,D,36,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
10550_17_E,10550_17,E,NA,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
10550_17_Agriculture,10550_17,Agriculture,0,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
10550_17_Developed,10550_17,Developed,0,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
10550_17_Water,10550_17,Water,0,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
10550_17_UN,10550_17,UN,0,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
10550_17_UE,10550_17,UE,0,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
10550_18_A,10550_18,A,32,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
10550_18_B,10550_18,B,24,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
10550_18_C,10550_18,C,11,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
10550_18_D,10550_18,D,33,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
10550_18_E,10550_18,E,NA,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
10550_18_Agriculture,10550_18,Agriculture,0,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
10550_18_Developed,10550_18,Developed,0,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
10550_18_Water,10550_18,Water,0,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
10550_18_UN,10550_18,UN,0,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
10550_18_UE,10550_18,UE,0,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
10550_20_A,10550_20,A,13,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
10550_20_B,10550_20,B,38,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
10550_20_C,10550_20,C,20,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
10550_20_D,10550_20,D,29,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
10550_20_E,10550_20,E,NA,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
10550_20_Agriculture,10550_20,Agriculture,0,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
10550_20_Developed,10550_20,Developed,0,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
10550_20_Water,10550_20,Water,0,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
10550_20_UN,10550_20,UN,0,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
10550_20_UE,10550_20,UE,0,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
10550_21_22_A,10550_21_22,A,7,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
10550_21_22_B,10550_21_22,B,33,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
10550_21_22_C,10550_21_22,C,48,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
10550_21_22_D,10550_21_22,D,12,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
10550_21_22_E,10550_21_22,E,NA,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
10550_21_22_Agriculture,10550_21_22,Agriculture,0,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
10550_21_22_Developed,10550_21_22,Developed,0,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
10550_21_22_Water,10550_21_22,Water,0,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
10550_21_22_UN,10550_21_22,UN,0,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
10550_21_22_UE,10550_21_22,UE,0,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
10550_27_A,10550_27,A,13,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
10550_27_B,10550_27,B,19,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
10550_27_C,10550_27,C,18,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
10550_27_D,10550_27,D,17,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
10550_27_E,10550_27,E,33,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
10550_27_Agriculture,10550_27,Agriculture,0,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
10550_27_Developed,10550_27,Developed,0,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
10550_27_Water,10550_27,Water,0,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
10550_27_UN,10550_27,UN,0,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
10550_27_UE,10550_27,UE,0,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
10550_29_A,10550_29,A,17,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
10550_29_B,10550_29,B,34,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
10550_29_C,10550_29,C,8,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
10550_29_D,10550_29,D,10,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
10550_29_E,10550_29,E,31,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
10550_29_Agriculture,10550_29,Agriculture,0,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
10550_29_Developed,10550_29,Developed,0,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
10550_29_Water,10550_29,Water,0,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
10550_29_UN,10550_29,UN,0,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
10550_29_UE,10550_29,UE,0,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
10560_1_7_8_9_A,10560_1_7_8_9,A,20,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
10560_1_7_8_9_B,10560_1_7_8_9,B,12,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
10560_1_7_8_9_C,10560_1_7_8_9,C,38,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
10560_1_7_8_9_D,10560_1_7_8_9,D,23,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
10560_1_7_8_9_E,10560_1_7_8_9,E,7,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
10560_1_7_8_9_Agriculture,10560_1_7_8_9,Agriculture,0,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
10560_1_7_8_9_Developed,10560_1_7_8_9,Developed,0,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
10560_1_7_8_9_Water,10560_1_7_8_9,Water,0,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
10560_1_7_8_9_UN,10560_1_7_8_9,UN,0,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
10560_1_7_8_9_UE,10560_1_7_8_9,UE,0,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
10560_10_19_A,10560_10_19,A,16,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
10560_10_19_B,10560_10_19,B,26,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
10560_10_19_C,10560_10_19,C,20,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
10560_10_19_D,10560_10_19,D,38,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
10560_10_19_E,10560_10_19,E,NA,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
10560_10_19_Agriculture,10560_10_19,Agriculture,0,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
10560_10_19_Developed,10560_10_19,Developed,0,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
10560_10_19_Water,10560_10_19,Water,0,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
10560_10_19_UN,10560_10_19,UN,0,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
10560_10_19_UE,10560_10_19,UE,0,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
10560_15_28_A,10560_15_28,A,13,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
10560_15_28_B,10560_15_28,B,19,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
10560_15_28_C,10560_15_28,C,18,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
10560_15_28_D,10560_15_28,D,17,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
10560_15_28_E,10560_15_28,E,33,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
10560_15_28_Agriculture,10560_15_28,Agriculture,0,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
10560_15_28_Developed,10560_15_28,Developed,0,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
10560_15_28_Water,10560_15_28,Water,0,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
10560_15_28_UN,10560_15_28,UN,0,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
10560_15_28_UE,10560_15_28,UE,0,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
10560_16_23_A,10560_16_23,A,22,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
10560_16_23_B,10560_16_23,B,28,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
10560_16_23_C,10560_16_23,C,14,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
10560_16_23_D,10560_16_23,D,36,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
10560_16_23_E,10560_16_23,E,NA,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
10560_16_23_Agriculture,10560_16_23,Agriculture,0,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
10560_16_23_Developed,10560_16_23,Developed,0,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
10560_16_23_Water,10560_16_23,Water,0,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
10560_16_23_UN,10560_16_23,UN,0,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
10560_16_23_UE,10560_16_23,UE,0,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
10560_18_A,10560_18,A,32,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
10560_18_B,10560_18,B,24,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
10560_18_C,10560_18,C,11,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
10560_18_D,10560_18,D,33,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
10560_18_E,10560_18,E,NA,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
10560_18_Agriculture,10560_18,Agriculture,0,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
10560_18_Developed,10560_18,Developed,0,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
10560_18_Water,10560_18,Water,0,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
10560_18_UN,10560_18,UN,0,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
10560_18_UE,10560_18,UE,0,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
10560_20_A,10560_20,A,16,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
10560_20_B,10560_20,B,30,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
10560_20_C,10560_20,C,5,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
10560_20_D,10560_20,D,15,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
10560_20_E,10560_20,E,34,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
10560_20_Agriculture,10560_20,Agriculture,0,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
10560_20_Developed,10560_20,Developed,0,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
10560_20_Water,10560_20,Water,0,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
10560_20_UN,10560_20,UN,0,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
10560_20_UE,10560_20,UE,0,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
10560_21_22_A,10560_21_22,A,9,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
10560_21_22_B,10560_21_22,B,19,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
10560_21_22_C,10560_21_22,C,7,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
10560_21_22_D,10560_21_22,D,42,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
10560_21_22_E,10560_21_22,E,23,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
10560_21_22_Agriculture,10560_21_22,Agriculture,0,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
10560_21_22_Developed,10560_21_22,Developed,0,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
10560_21_22_Water,10560_21_22,Water,0,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
10560_21_22_UN,10560_21_22,UN,0,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
10560_21_22_UE,10560_21_22,UE,0,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
10560_29_A,10560_29,A,8,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
10560_29_B,10560_29,B,17,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
10560_29_C,10560_29,C,3,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
10560_29_D,10560_29,D,25,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
10560_29_E,10560_29,E,47,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
10560_29_Agriculture,10560_29,Agriculture,0,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
10560_29_Developed,10560_29,Developed,0,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
10560_29_Water,10560_29,Water,0,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
10560_29_UN,10560_29,UN,0,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
10560_29_UE,10560_29,UE,0,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
10570_12_16_A,10570_12_16,A,18,Rocky Mountain Subalpine-Montane Limber-Bristlecone Pine Woodland
10570_12_16_B,10570_12_16,B,21,Rocky Mountain Subalpine-Montane Limber-Bristlecone Pine Woodland
10570_12_16_C,10570_12_16,C,61,Rocky Mountain Subalpine-Montane Limber-Bristlecone Pine Woodland
10570_12_16_D,10570_12_16,D,NA,Rocky Mountain Subalpine-Montane Limber-Bristlecone Pine Woodland
