model_label,model_code,ref_label,ref_percent,bps_name
11530_7_8_9_D,11530_7_8_9,D,NA,Inter-Mountain Basins Greasewood Flat
11530_7_8_9_E,11530_7_8_9,E,NA,Inter-Mountain Basins Greasewood Flat
11530_7_8_9_Agriculture,11530_7_8_9,Agriculture,0,Inter-Mountain Basins Greasewood Flat
11530_7_8_9_Developed,11530_7_8_9,Developed,0,Inter-Mountain Basins Greasewood Flat
11530_7_8_9_Water,11530_7_8_9,Water,0,Inter-Mountain Basins Greasewood Flat
11530_7_8_9_UN,11530_7_8_9,UN,0,Inter-Mountain Basins Greasewood Flat
11530_7_8_9_UE,11530_7_8_9,UE,0,Inter-Mountain Basins Greasewood Flat
11540_1_7_8_9_A,11540_1_7_8_9,A,27,Inter-Mountain Basins Montane Riparian Systems
11540_1_7_8_9_B,11540_1_7_8_9,B,63,Inter-Mountain Basins Montane Riparian Systems
11540_1_7_8_9_C,11540_1_7_8_9,C,10,Inter-Mountain Basins Montane Riparian Systems
11540_1_7_8_9_D,11540_1_7_8_9,D,NA,Inter-Mountain Basins Montane Riparian Systems
11540_1_7_8_9_E,11540_1_7_8_9,E,NA,Inter-Mountain Basins Montane Riparian Systems
11540_1_7_8_9_Agriculture,11540_1_7_8_9,Agriculture,0,Inter-Mountain Basins Montane Riparian Systems
11540_1_7_8_9_Developed,11540_1_7_8_9,Developed,0,Inter-Mountain Basins Montane Riparian Systems
11540_1_7_8_9_Water,11540_1_7_8_9,Water,0,Inter-Mountain Basins Montane Riparian Systems
11540_1_7_8_9_UN,11540_1_7_8_9,UN,0,Inter-Mountain Basins Montane Riparian Systems
11540_1_7_8_9_UE,11540_1_7_8_9,UE,0,Inter-Mountain Basins Montane Riparian Systems
11540_10_19_A,11540_10_19,A,48,Inter-Mountain Basins Montane Riparian Systems
11540_10_19_B,11540_10_19,B,43,Inter-Mountain Basins Montane Riparian Systems
11540_10_19_C,11540_10_19,C,9,Inter-Mountain Basins Montane Riparian Systems
11540_10_19_D,11540_10_19,D,NA,Inter-Mountain Basins Montane Riparian Systems
11540_10_19_E,11540_10_19,E,NA,Inter-Mountain Basins Montane Riparian Systems
11540_10_19_Agriculture,11540_10_19,Agriculture,0,Inter-Mountain Basins Montane Riparian Systems
11540_10_19_Developed,11540_10_19,Developed,0,Inter-Mountain Basins Montane Riparian Systems
11540_10_19_Water,11540_10_19,Water,0,Inter-Mountain Basins Montane Riparian Systems
11540_10_19_UN,11540_10_19,UN,0,Inter-Mountain Basins Montane Riparian Systems
11540_10_19_UE,11540_10_19,UE,0,Inter-Mountain Basins Montane Riparian Systems
11540_13_A,11540_13,A,26,Inter-Mountain Basins Montane Riparian Systems
11540_13_B,11540_13,B,53,Inter-Mountain Basins Montane Riparian Systems
11540_13_C,11540_13,C,21,Inter-Mountain Basins Montane Riparian Systems
11540_13_D,11540_13,D,NA,Inter-Mountain Basins Montane Riparian Systems
11540_13_E,11540_13,E,NA,Inter-Mountain Basins Montane Riparian Systems
11540_13_Agriculture,11540_13,Agriculture,0,Inter-Mountain Basins Montane Riparian Systems
11540_13_Developed,11540_13,Developed,0,Inter-Mountain Basins Montane Riparian Systems
11540_13_Water,11540_13,Water,0,Inter-Mountain Basins Montane Riparian Systems
11540_13_UN,11540_13,UN,0,Inter-Mountain Basins Montane Riparian Systems
11540_13_UE,11540_13,UE,0,Inter-Mountain Basins Montane Riparian Systems
11540_18_A,11540_18,A,48,Inter-Mountain Basins Montane Riparian Systems
11540_18_B,11540_18,B,43,Inter-Mountain Basins Montane Riparian Systems
11540_18_C,11540_18,C,9,Inter-Mountain Basins Montane Riparian Systems
11540_18_D,11540_18,D,NA,Inter-Mountain Basins Montane Riparian Systems
11540_18_E,11540_18,E,NA,Inter-Mountain Basins Montane Riparian Systems
11540_18_Agriculture,11540_18,Agriculture,0,Inter-Mountain Basins Montane Riparian Systems
11540_18_Developed,11540_18,Developed,0,Inter-Mountain Basins Montane Riparian Systems
11540_18_Water,11540_18,Water,0,Inter-Mountain Basins Montane Riparian Systems
11540_18_UN,11540_18,UN,0,Inter-Mountain Basins Montane Riparian Systems
11540_18_UE,11540_18,UE,0,Inter-Mountain Basins Montane Riparian Systems
11540_6_12_16_17_A,11540_6_12_16_17,A,22,Inter-Mountain Basins Montane Riparian Systems
11540_6_12_16_17_B,11540_6_12_16_17,B,51,Inter-Mountain Basins Montane Riparian Systems
11540_6_12_16_17_C,11540_6_12_16_17,C,27,Inter-Mountain Basins Montane Riparian Systems
11540_6_12_16_17_D,11540_6_12_16_17,D,NA,Inter-Mountain Basins Montane Riparian Systems
11540_6_12_16_17_E,11540_6_12_16_17,E,NA,Inter-Mountain Basins Montane Riparian Systems
11540_6_12_16_17_Agriculture,11540_6_12_16_17,Agriculture,0,Inter-Mountain Basins Montane Riparian Systems
11540_6_12_16_17_Developed,11540_6_12_16_17,Developed,0,Inter-Mountain Basins Montane Riparian Systems
11540_6_12_16_17_Water,11540_6_12_16_17,Water,0,Inter-Mountain Basins Montane Riparian Systems
11540_6_12_16_17_UN,11540_6_12_16_17,UN,0,Inter-Mountain Basins Montane Riparian Systems
11540_6_12_16_17_UE,11540_6_12_16_17,UE,0,Inter-Mountain Basins Montane Riparian Systems
11550_13_14_A,11550_13_14,A,15,North American Warm Desert Riparian Systems
11550_13_14_B,11550_13_14,B,21,North American Warm Desert Riparian Systems
11550_13_14_C,11550_13_14,C,10,North American Warm Desert Riparian Systems
11550_13_14_D,11550_13_14,D,33,North American Warm Desert Riparian Systems
11550_13_14_E,11550_13_14,E,21,North American Warm Desert Riparian Systems
11550_13_14_Agriculture,11550_13_14,Agriculture,0,North American Warm Desert Riparian Systems
11550_13_14_Developed,11550_13_14,Developed,0,North American Warm Desert Riparian Systems
11550_13_14_Water,11550_13_14,Water,0,North American Warm Desert Riparian Systems
11550_13_14_UN,11550_13_14,UN,0,North American Warm Desert Riparian Systems
11550_13_14_UE,11550_13_14,UE,0,North American Warm Desert Riparian Systems
11550_15_A,11550_15,A,20,North American Warm Desert Riparian Systems
11550_15_B,11550_15,B,24,North American Warm Desert Riparian Systems
11550_15_C,11550_15,C,35,North American Warm Desert Riparian Systems
11550_15_D,11550_15,D,21,North American Warm Desert Riparian Systems
11550_15_E,11550_15,E,NA,North American Warm Desert Riparian Systems
11550_15_Agriculture,11550_15,Agriculture,0,North American Warm Desert Riparian Systems
11550_15_Developed,11550_15,Developed,0,North American Warm Desert Riparian Systems
11550_15_Water,11550_15,Water,0,North American Warm Desert Riparian Systems
11550_15_UN,11550_15,UN,0,North American Warm Desert Riparian Systems
11550_15_UE,11550_15,UE,0,North American Warm Desert Riparian Systems
11550_25_A,11550_25,A,11,North American Warm Desert Riparian Systems
11550_25_B,11550_25,B,89,North American Warm Desert Riparian Systems
11550_25_C,11550_25,C,NA,North American Warm Desert Riparian Systems
11550_25_D,11550_25,D,NA,North American Warm Desert Riparian Systems
11550_25_E,11550_25,E,NA,North American Warm Desert Riparian Systems
11550_25_Agriculture,11550_25,Agriculture,0,North American Warm Desert Riparian Systems
11550_25_Developed,11550_25,Developed,0,North American Warm Desert Riparian Systems
11550_25_Water,11550_25,Water,0,North American Warm Desert Riparian Systems
11550_25_UN,11550_25,UN,0,North American Warm Desert Riparian Systems
11550_25_UE,11550_25,UE,0,North American Warm Desert Riparian Systems
11550_26_35_A,11550_26_35,A,25,North American Warm Desert Riparian Systems
11550_26_35_B,11550_26_35,B,48,North American Warm Desert Riparian Systems
11550_26_35_C,11550_26_35,C,27,North American Warm Desert Riparian Systems
11550_26_35_D,11550_26_35,D,NA,North American Warm Desert Riparian Systems
11550_26_35_E,11550_26_35,E,NA,North American Warm Desert Riparian Systems
11550_26_35_Agriculture,11550_26_35,Agriculture,0,North American Warm Desert Riparian Systems
11550_26_35_Developed,11550_26_35,Developed,0,North American Warm Desert Riparian Systems
11550_26_35_Water,11550_26_35,Water,0,North American Warm Desert Riparian Systems
11550_26_35_UN,11550_26_35,UN,0,North American Warm Desert Riparian Systems
11550_26_35_UE,11550_26_35,UE,0,North American Warm Desert Riparian Systems
11550_4_A,11550_4,A,15,North American Warm Desert Riparian Systems
11550_4_B,11550_4,B,21,North American Warm Desert Riparian Systems
11550_4_C,11550_4,C,10,North American Warm Desert Riparian Systems
11550_4_D,11550_4,D,32,North American Warm Desert Riparian Systems
11550_4_E,11550_4,E,22,North American Warm Desert Riparian Systems
11550_4_Agriculture,11550_4,Agriculture,0,North American Warm Desert Riparian Systems
11550_4_Developed,11550_4,Developed,0,North American Warm Desert Riparian Systems
11550_4_Water,11550_4,Water,0,North American Warm Desert Riparian Systems
11550_4_UN,11550_4,UN,0,North American Warm Desert Riparian Systems
11550_4_UE,11550_4,UE,0,North American Warm Desert Riparian Systems
11552_13_14_15_A,11552_13_14_15,A,18,North American Warm Desert Riparian Systems - Stringers
11552_13_14_15_B,11552_13_14_15,B,28,North American Warm Desert Riparian Systems - Stringers
11552_13_14_15_C,11552_13_14_15,C,54,North American Warm Desert Riparian Systems - Stringers
11552_13_14_15_D,11552_13_14_15,D,NA,North American Warm Desert Riparian Systems - Stringers
11552_13_14_15_E,11552_13_14_15,E,NA,North American Warm Desert Riparian Systems - Stringers
11552_13_14_15_Agriculture,11552_13_14_15,Agriculture,0,North American Warm Desert Riparian Systems - Stringers
11552_13_14_15_Developed,11552_13_14_15,Developed,0,North American Warm Desert Riparian Systems - Stringers
11552_13_14_15_Water,11552_13_14_15,Water,0,North American Warm Desert Riparian Systems - Stringers
11552_13_14_15_UN,11552_13_14_15,UN,0,North American Warm Desert Riparian Systems - Stringers
11552_13_14_15_UE,11552_13_14_15,UE,0,North American Warm Desert Riparian Systems - Stringers
11560_1_2_7_A,11560_1_2_7,A,16,North Pacific Lowland Riparian Forest and Shrubland
11560_1_2_7_B,11560_1_2_7,B,18,North Pacific Lowland Riparian Forest and Shrubland
11560_1_2_7_C,11560_1_2_7,C,19,North Pacific Lowland Riparian Forest and Shrubland
11560_1_2_7_D,11560_1_2_7,D,47,North Pacific Lowland Riparian Forest and Shrubland
11560_1_2_7_E,11560_1_2_7,E,NA,North Pacific Lowland Riparian Forest and Shrubland
11560_1_2_7_Agriculture,11560_1_2_7,Agriculture,0,North Pacific Lowland Riparian Forest and Shrubland
11560_1_2_7_Developed,11560_1_2_7,Developed,0,North Pacific Lowland Riparian Forest and Shrubland
11560_1_2_7_Water,11560_1_2_7,Water,0,North Pacific Lowland Riparian Forest and Shrubland
11560_1_2_7_UN,11560_1_2_7,UN,0,North Pacific Lowland Riparian Forest and Shrubland
11560_1_2_7_UE,11560_1_2_7,UE,0,North Pacific Lowland Riparian Forest and Shrubland
11570_1_2_A,11570_1_2,A,13,North Pacific Swamp Systems
11570_1_2_B,11570_1_2,B,69,North Pacific Swamp Systems
11570_1_2_C,11570_1_2,C,18,North Pacific Swamp Systems
11570_1_2_D,11570_1_2,D,NA,North Pacific Swamp Systems
11570_1_2_E,11570_1_2,E,NA,North Pacific Swamp Systems
11570_1_2_Agriculture,11570_1_2,Agriculture,0,North Pacific Swamp Systems
11570_1_2_Developed,11570_1_2,Developed,0,North Pacific Swamp Systems
11570_1_2_Water,11570_1_2,Water,0,North Pacific Swamp Systems
11570_1_2_UN,11570_1_2,UN,0,North Pacific Swamp Systems
11570_1_2_UE,11570_1_2,UE,0,North Pacific Swamp Systems
11581_1_2_7_A,11581_1_2_7,A,12,North Pacific Montane Riparian Woodland and Shrubland - Wet
11581_1_2_7_B,11581_1_2_7,B,73,North Pacific Montane Riparian Woodland and Shrubland - Wet
11581_1_2_7_C,11581_1_2_7,C,15,North Pacific Montane Riparian Woodland and Shrubland - Wet
11581_1_2_7_D,11581_1_2_7,D,NA,North Pacific Montane Riparian Woodland and Shrubland - Wet
11581_1_2_7_E,11581_1_2_7,E,NA,North Pacific Montane Riparian Woodland and Shrubland - Wet
11581_1_2_7_Agriculture,11581_1_2_7,Agriculture,0,North Pacific Montane Riparian Woodland and Shrubland - Wet
11581_1_2_7_Developed,11581_1_2_7,Developed,0,North Pacific Montane Riparian Woodland and Shrubland - Wet
11581_1_2_7_Water,11581_1_2_7,Water,0,North Pacific Montane Riparian Woodland and Shrubland - Wet
11581_1_2_7_UN,11581_1_2_7,UN,0,North Pacific Montane Riparian Woodland and Shrubland - Wet
11581_1_2_7_UE,11581_1_2_7,UE,0,North Pacific Montane Riparian Woodland and Shrubland - Wet
11582_1_2_7_A,11582_1_2_7,A,12,North Pacific Montane Riparian Woodland and Shrubland - Dry
11582_1_2_7_B,11582_1_2_7,B,74,North Pacific Montane Riparian Woodland and Shrubland - Dry
11582_1_2_7_C,11582_1_2_7,C,14,North Pacific Montane Riparian Woodland and Shrubland - Dry
11582_1_2_7_D,11582_1_2_7,D,NA,North Pacific Montane Riparian Woodland and Shrubland - Dry
11582_1_2_7_E,11582_1_2_7,E,NA,North Pacific Montane Riparian Woodland and Shrubland - Dry
11582_1_2_7_Agriculture,11582_1_2_7,Agriculture,0,North Pacific Montane Riparian Woodland and Shrubland - Dry
11582_1_2_7_Developed,11582_1_2_7,Developed,0,North Pacific Montane Riparian Woodland and Shrubland - Dry
11582_1_2_7_Water,11582_1_2_7,Water,0,North Pacific Montane Riparian Woodland and Shrubland - Dry
11582_1_2_7_UN,11582_1_2_7,UN,0,North Pacific Montane Riparian Woodland and Shrubland - Dry
11582_1_2_7_UE,11582_1_2_7,UE,0,North Pacific Montane Riparian Woodland and Shrubland - Dry
11590_10_19_A,11590_10_19,A,28,Rocky Mountain Montane Riparian Systems
11590_10_19_B,11590_10_19,B,52,Rocky Mountain Montane Riparian Systems
11590_10_19_C,11590_10_19,C,20,Rocky Mountain Montane Riparian Systems
11590_10_19_D,11590_10_19,D,NA,Rocky Mountain Montane Riparian Systems
11590_10_19_E,11590_10_19,E,NA,Rocky Mountain Montane Riparian Systems
11590_10_19_Agriculture,11590_10_19,Agriculture,0,Rocky Mountain Montane Riparian Systems
11590_10_19_Developed,11590_10_19,Developed,0,Rocky Mountain Montane Riparian Systems
11590_10_19_Water,11590_10_19,Water,0,Rocky Mountain Montane Riparian Systems
11590_10_19_UN,11590_10_19,UN,0,Rocky Mountain Montane Riparian Systems
11590_10_19_UE,11590_10_19,UE,0,Rocky Mountain Montane Riparian Systems
11590_12_17_A,11590_12_17,A,22,Rocky Mountain Montane Riparian Systems
11590_12_17_B,11590_12_17,B,51,Rocky Mountain Montane Riparian Systems
11590_12_17_C,11590_12_17,C,27,Rocky Mountain Montane Riparian Systems
11590_12_17_D,11590_12_17,D,NA,Rocky Mountain Montane Riparian Systems
11590_12_17_E,11590_12_17,E,NA,Rocky Mountain Montane Riparian Systems
11590_12_17_Agriculture,11590_12_17,Agriculture,0,Rocky Mountain Montane Riparian Systems
11590_12_17_Developed,11590_12_17,Developed,0,Rocky Mountain Montane Riparian Systems
11590_12_17_Water,11590_12_17,Water,0,Rocky Mountain Montane Riparian Systems
11590_12_17_UN,11590_12_17,UN,0,Rocky Mountain Montane Riparian Systems
11590_12_17_UE,11590_12_17,UE,0,Rocky Mountain Montane Riparian Systems
11590_13_A,11590_13,A,27,Rocky Mountain Montane Riparian Systems
11590_13_B,11590_13,B,52,Rocky Mountain Montane Riparian Systems
11590_13_C,11590_13,C,21,Rocky Mountain Montane Riparian Systems
11590_13_D,11590_13,D,NA,Rocky Mountain Montane Riparian Systems
11590_13_E,11590_13,E,NA,Rocky Mountain Montane Riparian Systems
11590_13_Agriculture,11590_13,Agriculture,0,Rocky Mountain Montane Riparian Systems
11590_13_Developed,11590_13,Developed,0,Rocky Mountain Montane Riparian Systems
11590_13_Water,11590_13,Water,0,Rocky Mountain Montane Riparian Systems
11590_13_UN,11590_13,UN,0,Rocky Mountain Montane Riparian Systems
11590_13_UE,11590_13,UE,0,Rocky Mountain Montane Riparian Systems
11590_15_A,11590_15,A,26,Rocky Mountain Montane Riparian Systems
11590_15_B,11590_15,B,58,Rocky Mountain Montane Riparian Systems
11590_15_C,11590_15,C,16,Rocky Mountain Montane Riparian Systems
11590_15_D,11590_15,D,NA,Rocky Mountain Montane Riparian Systems
11590_15_E,11590_15,E,NA,Rocky Mountain Montane Riparian Systems
11590_15_Agriculture,11590_15,Agriculture,0,Rocky Mountain Montane Riparian Systems
11590_15_Developed,11590_15,Developed,0,Rocky Mountain Montane Riparian Systems
11590_15_Water,11590_15,Water,0,Rocky Mountain Montane Riparian Systems
11590_15_UN,11590_15,UN,0,Rocky Mountain Montane Riparian Systems
11590_15_UE,11590_15,UE,0,Rocky Mountain Montane Riparian Systems
11590_16_23_24_26_A,11590_16_23_24_26,A,63,Rocky Mountain Montane Riparian Systems
11590_16_23_24_26_B,11590_16_23_24_26,B,37,Rocky Mountain Montane Riparian Systems
11590_16_23_24_26_C,11590_16_23_24_26,C,NA,Rocky Mountain Montane Riparian Systems
11590_16_23_24_26_D,11590_16_23_24_26,D,NA,Rocky Mountain Montane Riparian Systems
11590_16_23_24_26_E,11590_16_23_24_26,E,NA,Rocky Mountain Montane Riparian Systems
11590_16_23_24_26_Agriculture,11590_16_23_24_26,Agriculture,0,Rocky Mountain Montane Riparian Systems
11590_16_23_24_26_Developed,11590_16_23_24_26,Developed,0,Rocky Mountain Montane Riparian Systems
11590_16_23_24_26_Water,11590_16_23_24_26,Water,0,Rocky Mountain Montane Riparian Systems
11590_16_23_24_26_UN,11590_16_23_24_26,UN,0,Rocky Mountain Montane Riparian Systems
11590_16_23_24_26_UE,11590_16_23_24_26,UE,0,Rocky Mountain Montane Riparian Systems
11590_18_A,11590_18,A,48,Rocky Mountain Montane Riparian Systems
11590_18_B,11590_18,B,43,Rocky Mountain Montane Riparian Systems
11590_18_C,11590_18,C,9,Rocky Mountain Montane Riparian Systems
11590_18_D,11590_18,D,NA,Rocky Mountain Montane Riparian Systems
11590_18_E,11590_18,E,NA,Rocky Mountain Montane Riparian Systems
11590_18_Agriculture,11590_18,Agriculture,0,Rocky Mountain Montane Riparian Systems
11590_18_Developed,11590_18,Developed,0,Rocky Mountain Montane Riparian Systems
11590_18_Water,11590_18,Water,0,Rocky Mountain Montane Riparian Systems
11590_18_UN,11590_18,UN,0,Rocky Mountain Montane Riparian Systems
11590_18_UE,11590_18,UE,0,Rocky Mountain Montane Riparian Systems
11590_20_A,11590_20,A,12,Rocky Mountain Montane Riparian Systems
11590_20_B,11590_20,B,44,Rocky Mountain Montane Riparian Systems
11590_20_C,11590_20,C,44,Rocky Mountain Montane Riparian Systems
11590_20_D,11590_20,D,NA,Rocky Mountain Montane Riparian Systems
11590_20_E,11590_20,E,NA,Rocky Mountain Montane Riparian Systems
11590_20_Agriculture,11590_20,Agriculture,0,Rocky Mountain Montane Riparian Systems
11590_20_Developed,11590_20,Developed,0,Rocky Mountain Montane Riparian Systems
11590_20_Water,11590_20,Water,0,Rocky Mountain Montane Riparian Systems
11590_20_UN,11590_20,UN,0,Rocky Mountain Montane Riparian Systems
11590_20_UE,11590_20,UE,0,Rocky Mountain Montane Riparian Systems
11590_21_A,11590_21,A,5,Rocky Mountain Montane Riparian Systems
11590_21_B,11590_21,B,27,Rocky Mountain Montane Riparian Systems
11590_21_C,11590_21,C,68,Rocky Mountain Montane Riparian Systems
11590_21_D,11590_21,D,NA,Rocky Mountain Montane Riparian Systems
11590_21_E,11590_21,E,NA,Rocky Mountain Montane Riparian Systems
11590_21_Agriculture,11590_21,Agriculture,0,Rocky Mountain Montane Riparian Systems
11590_21_Developed,11590_21,Developed,0,Rocky Mountain Montane Riparian Systems
11590_21_Water,11590_21,Water,0,Rocky Mountain Montane Riparian Systems
11590_21_UN,11590_21,UN,0,Rocky Mountain Montane Riparian Systems
11590_21_UE,11590_21,UE,0,Rocky Mountain Montane Riparian Systems
11590_22_A,11590_22,A,63,Rocky Mountain Montane Riparian Systems
11590_22_B,11590_22,B,37,Rocky Mountain Montane Riparian Systems
11590_22_C,11590_22,C,NA,Rocky Mountain Montane Riparian Systems
11590_22_D,11590_22,D,NA,Rocky Mountain Montane Riparian Systems
11590_22_E,11590_22,E,NA,Rocky Mountain Montane Riparian Systems
11590_22_Agriculture,11590_22,Agriculture,0,Rocky Mountain Montane Riparian Systems
11590_22_Developed,11590_22,Developed,0,Rocky Mountain Montane Riparian Systems
11590_22_Water,11590_22,Water,0,Rocky Mountain Montane Riparian Systems
11590_22_UN,11590_22,UN,0,Rocky Mountain Montane Riparian Systems
11590_22_UE,11590_22,UE,0,Rocky Mountain Montane Riparian Systems
11590_25_A,11590_25,A,63,Rocky Mountain Montane Riparian Systems
11590_25_B,11590_25,B,37,Rocky Mountain Montane Riparian Systems
11590_25_C,11590_25,C,NA,Rocky Mountain Montane Riparian Systems
11590_25_D,11590_25,D,NA,Rocky Mountain Montane Riparian Systems
11590_25_E,11590_25,E,NA,Rocky Mountain Montane Riparian Systems
11590_25_Agriculture,11590_25,Agriculture,0,Rocky Mountain Montane Riparian Systems
11590_25_Developed,11590_25,Developed,0,Rocky Mountain Montane Riparian Systems
11590_25_Water,11590_25,Water,0,Rocky Mountain Montane Riparian Systems
11590_25_UN,11590_25,UN,0,Rocky Mountain Montane Riparian Systems
11590_25_UE,11590_25,UE,0,Rocky Mountain Montane Riparian Systems
11590_27_33_A,11590_27_33,A,63,Rocky Mountain Montane Riparian Systems
11590_27_33_B,11590_27_33,B,37,Rocky Mountain Montane Riparian Systems
11590_27_33_C,11590_27_33,C,NA,Rocky Mountain Montane Riparian Systems
11590_27_33_D,11590_27_33,D,NA,Rocky Mountain Montane Riparian Systems
11590_27_33_E,11590_27_33,E,NA,Rocky Mountain Montane Riparian Systems
11590_27_33_Agriculture,11590_27_33,Agriculture,0,Rocky Mountain Montane Riparian Systems
11590_27_33_Developed,11590_27_33,Developed,0,Rocky Mountain Montane Riparian Systems
11590_27_33_Water,11590_27_33,Water,0,Rocky Mountain Montane Riparian Systems
11590_27_33_UN,11590_27_33,UN,0,Rocky Mountain Montane Riparian Systems
11590_27_33_UE,11590_27_33,UE,0,Rocky Mountain Montane Riparian Systems
11590_28_A,11590_28,A,63,Rocky Mountain Montane Riparian Systems
11590_28_B,11590_28,B,37,Rocky Mountain Montane Riparian Systems
11590_28_C,11590_28,C,NA,Rocky Mountain Montane Riparian Systems
11590_28_D,11590_28,D,NA,Rocky Mountain Montane Riparian Systems
11590_28_E,11590_28,E,NA,Rocky Mountain Montane Riparian Systems
11590_28_Agriculture,11590_28,Agriculture,0,Rocky Mountain Montane Riparian Systems
11590_28_Developed,11590_28,Developed,0,Rocky Mountain Montane Riparian Systems
11590_28_Water,11590_28,Water,0,Rocky Mountain Montane Riparian Systems
11590_28_UN,11590_28,UN,0,Rocky Mountain Montane Riparian Systems
11590_28_UE,11590_28,UE,0,Rocky Mountain Montane Riparian Systems
11590_29_A,11590_29,A,15,Rocky Mountain Montane Riparian Systems
11590_29_B,11590_29,B,58,Rocky Mountain Montane Riparian Systems
11590_29_C,11590_29,C,27,Rocky Mountain Montane Riparian Systems
11590_29_D,11590_29,D,NA,Rocky Mountain Montane Riparian Systems
11590_29_E,11590_29,E,NA,Rocky Mountain Montane Riparian Systems
11590_29_Agriculture,11590_29,Agriculture,0,Rocky Mountain Montane Riparian Systems
11590_29_Developed,11590_29,Developed,0,Rocky Mountain Montane Riparian Systems
11590_29_Water,11590_29,Water,0,Rocky Mountain Montane Riparian Systems
11590_29_UN,11590_29,UN,0,Rocky Mountain Montane Riparian Systems
11590_29_UE,11590_29,UE,0,Rocky Mountain Montane Riparian Systems
11590_8_9_A,11590_8_9,A,28,Rocky Mountain Montane Riparian Systems
11590_8_9_B,11590_8_9,B,52,Rocky Mountain Montane Riparian Systems
11590_8_9_C,11590_8_9,C,20,Rocky Mountain Montane Riparian Systems
11590_8_9_D,11590_8_9,D,NA,Rocky Mountain Montane Riparian Systems
11590_8_9_E,11590_8_9,E,NA,Rocky Mountain Montane Riparian Systems
11590_8_9_Agriculture,11590_8_9,Agriculture,0,Rocky Mountain Montane Riparian Systems
11590_8_9_Developed,11590_8_9,Developed,0,Rocky Mountain Montane Riparian Systems
11590_8_9_Water,11590_8_9,Water,0,Rocky Mountain Montane Riparian Systems
11590_8_9_UN,11590_8_9,UN,0,Rocky Mountain Montane Riparian Systems
11590_8_9_UE,11590_8_9,UE,0,Rocky Mountain Montane Riparian Systems
11600_10_19_A,11600_10_19,A,49,Rocky Mountain Subalpine/Upper Montane Riparian Systems
11600_10_19_B,11600_10_19,B,51,Rocky Mountain Subalpine/Upper Montane Riparian Systems
11600_10_19_C,11600_10_19,C,NA,Rocky Mountain Subalpine/Upper Montane Riparian Systems
11600_10_19_D,11600_10_19,D,NA,Rocky Mountain Subalpine/Upper Montane Riparian Systems
11600_10_19_E,11600_10_19,E,NA,Rocky Mountain Subalpine/Upper Montane Riparian Systems
11600_10_19_Agriculture,11600_10_19,Agriculture,0,Rocky Mountain Subalpine/Upper Montane Riparian Systems
11600_10_19_Developed,11600_10_19,Developed,0,Rocky Mountain Subalpine/Upper Montane Riparian Systems
11600_10_19_Water,11600_10_19,Water,0,Rocky Mountain Subalpine/Upper Montane Riparian Systems
11600_10_19_UN,11600_10_19,UN,0,Rocky Mountain Subalpine/Upper Montane Riparian Systems
11600_10_19_UE,11600_10_19,UE,0,Rocky Mountain Subalpine/Upper Montane Riparian Systems
11600_12_17_A,11600_12_17,A,63,Rocky Mountain Subalpine/Upper Montane Riparian Systems
11600_12_17_B,11600_12_17,B,37,Rocky Mountain Subalpine/Upper Montane Riparian Systems
11600_12_17_C,11600_12_17,C,NA,Rocky Mountain Subalpine/Upper Montane Riparian Systems
11600_12_17_D,11600_12_17,D,NA,Rocky Mountain Subalpine/Upper Montane Riparian Systems
11600_12_17_E,11600_12_17,E,NA,Rocky Mountain Subalpine/Upper Montane Riparian Systems
11600_12_17_Agriculture,11600_12_17,Agriculture,0,Rocky Mountain Subalpine/Upper Montane Riparian Systems
11600_12_17_Developed,11600_12_17,Developed,0,Rocky Mountain Subalpine/Upper Montane Riparian Systems
11600_12_17_Water,11600_12_17,Water,0,Rocky Mountain Subalpine/Upper Montane Riparian Systems
11600_12_17_UN,11600_12_17,UN,0,Rocky Mountain Subalpine/Upper Montane Riparian Systems
11600_12_17_UE,11600_12_17,UE,0,Rocky Mountain Subalpine/Upper Montane Riparian Systems
11600_15_28_A,11600_15_28,A,63,Rocky Mountain Subalpine/Upper Montane Riparian Systems
11600_15_28_B,11600_15_28,B,37,Rocky Mountain Subalpine/Upper Montane Riparian Systems
11600_15_28_C,11600_15_28,C,NA,Rocky Mountain Subalpine/Upper Montane Riparian Systems
11600_15_28_D,11600_15_28,D,NA,Rocky Mountain Subalpine/Upper Montane Riparian Systems
11600_15_28_E,11600_15_28,E,NA,Rocky Mountain Subalpine/Upper Montane Riparian Systems
11600_15_28_Agriculture,11600_15_28,Agriculture,0,Rocky Mountain Subalpine/Upper Montane Riparian Systems
11600_15_28_Developed,11600_15_28,Developed,0,Rocky Mountain Subalpine/Upper Montane Riparian Systems
11600_15_28_Water,11600_15_28,Water,0,Rocky Mountain Subalpine/Upper Montane Riparian Systems
11600_15_28_UN,11600_15_28,UN,0,Rocky Mountain Subalpine/Upper Montane Riparian Systems
11600_15_28_UE,11600_15_28,UE,0,Rocky Mountain Subalpine/Upper Montane Riparian Systems
11600_16_A,11600_16,A,63,Rocky Mountain Subalpine/Upper Montane Riparian Systems
11600_16_B,11600_16,B,37,Rocky Mountain Subalpine/Upper Montane Riparian Systems
11600_16_C,11600_16,C,NA,Rocky Mountain Subalpine/Upper Montane Riparian Systems
11600_16_D,11600_16,D,NA,Rocky Mountain Subalpine/Upper Montane Riparian Systems
11600_16_E,11600_16,E,NA,Rocky Mountain Subalpine/Upper Montane Riparian Systems
