VALUE,BPS_CODE,ZONE,BPS_MODEL,BPS_NAME,GROUPVEG,FRI_REPLAC,FRI_MIXED,FRI_SURFAC,FRI_ALLFIR,PRC_REPLAC,PRC_MIXED,PRC_SURFAC,FRG_NEW,R,G,B,RED,GREEN,BLUE
1413,11170,33,11170_33,Southern Rocky Mountain Ponderosa Pine Savanna,Conifer,461,-9999,20,19,4,-9999,96,I-C,255,85,0,1,0.333333,0
1414,11260,33,11260_20_29_33,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,50,-9999,-9999,50,100,-9999,-9999,IV-A,230,0,169,0.901961,0,0.662745
1415,11320,33,11320_33,Central Mixedgrass Prairie,Grassland,15,-9999,-9999,15,100,-9999,-9999,II-B,112,168,112,0.439216,0.658824,0.439216
1416,11470,33,11470_27_33,Western Great Plains Foothill and Piedmont Grassland,Grassland,24,-9999,-9999,24,100,-9999,-9999,II-C,137,205,102,0.537255,0.803922,0.4
1417,11490,33,11490_31_33,Western Great Plains Shortgrass Prairie,Grassland,21,-9999,-9999,21,100,-9999,-9999,II-C,205,205,102,0.803922,0.803922,0.4
1418,11590,33,11590_27_33,Rocky Mountain Montane Riparian Systems,Riparian,273,-9999,80,62,23,-9999,77,III-A,123,124,93,0.482353,0.486275,0.364706
1419,11620,33,11620_27_33,Western Great Plains Floodplain Systems,Riparian,-9999,27,-9999,27,-9999,100,-9999,I-C,102,153,205,0.4,0.6,0.803922
1420,13410,33,13410,Northwestern Great Plains Canyon,Sparse,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,196,178,156,0.768627,0.698039,0.611765
1421,14950,33,14950_27_33,Western Great Plains Depressional Wetland Systems,Riparian,15,-9999,-9999,15,100,-9999,-9999,II-B,104,0,156,0.407843,0,0.611765
1422,10070,34,10070,Western Great Plains Sparsely Vegetated Systems,Sparse,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,255,235,190,1,0.921569,0.745098
1423,10940,34,10940_34,Western Great Plains Sandhill Steppe,Shrubland,42,-9999,-9999,42,100,-9999,-9999,IV-A,169,0,230,0.662745,0,0.901961
1424,11110,34,11110_34,Western Great Plains Mesquite Woodland and Shrubland,Shrubland,15,-9999,15,8,51,-9999,49,I-B,156,40,156,0.611765,0.156863,0.611765
1425,11190,34,11190_34,Southern Rocky Mountain Juniper Woodland and Savanna,Conifer,87,344,88,39,45,11,44,III-A,135,86,20,0.529412,0.337255,0.078431
1426,11320,34,11320_32_34_35,Central Mixedgrass Prairie,Grassland,7,44,21,5,65,12,23,I-A,112,168,112,0.439216,0.658824,0.439216
1427,11480,34,11480_34_35,Western Great Plains Sand Prairie,Grassland,13,-9999,-9999,13,100,-9999,-9999,II-B,245,218,169,0.960784,0.854902,0.662745
1428,11490,34,11490_34_35,Western Great Plains Shortgrass Prairie,Grassland,14,-9999,-9999,14,100,-9999,-9999,II-B,205,205,102,0.803922,0.803922,0.4
1429,11620,34,11620_34,Western Great Plains Floodplain Systems,Riparian,76,-9999,-9999,76,100,-9999,-9999,IV-A,102,153,205,0.4,0.6,0.803922
1430,13930,34,13930_26_34,Edwards Plateau Limestone Shrubland,Conifer,48,-9999,59,26,55,-9999,45,I-C,255,203,125,1,0.796078,0.490196
1431,14951,34,14951_26_34,Western Great Plains Depressional Wetland Systems-Playa,Riparian,7,-9999,-9999,7,100,-9999,-9999,II-B,104,0,156,0.407843,0,0.611765
1432,14952,34,14952_34,Western Great Plains Depressional Wetland Systems-Saline,Riparian,15,-9999,-9999,15,100,-9999,-9999,II-B,82,0,201,0.321569,0,0.788235
1433,15041,34,15041_26_34,Chihuahuan-Sonoran Desert Bottomland and Swale Grassland-Tobosa Grassland,Grassland,10,-9999,-9999,10,100,-9999,-9999,II-B,166,179,130,0.65098,0.701961,0.509804
1434,15042,34,15042_26_34,Chihuahuan-Sonoran Desert Bottomland and Swale Grassland-Alkali Sacaton,Grassland,14,-9999,75,12,84,-9999,16,II-B,100,150,75,0.392157,0.588235,0.294118
1435,13230,37,13230_32_36_37_44_45_98,West Gulf Coastal Plain Mesic Hardwood Forest,Hardwood,271,90,23,17,7,19,74,I-C,181,158,143,0.709804,0.619608,0.560784
1436,13390,37,13390_36_37_98,West Gulf Coastal Plain Chenier and Upper Texas Coastal Fringe Forest and Woodland,Hardwood,89,-9999,24,19,21,-9999,79,I-C,219,69,223,0.858824,0.270588,0.87451
1437,13480,37,13480_37_45_98,West Gulf Coastal Plain Upland Longleaf Pine Forest and Woodland,Conifer,630,783,4,4,1,1,98,I-A,112,127,0,0.439216,0.498039,0
1438,13710,37,13710_32_36_37_45_98,West Gulf Coastal Plain Pine-Hardwood Forest,Hardwood-Conifer,121,64,5,4,4,7,89,I-A,100,168,0,0.392157,0.658824,0
1439,13780,37,13780_37_44,West Gulf Coastal Plain Sandhill Oak and Shortleaf Pine Forest and Woodland,Hardwood-Conifer,159,390,5,5,3,1,96,I-A,209,217,0,0.819608,0.85098,0
1440,14220,37,14220_32_35_36_37,Southern Blackland Tallgrass Prairie,Grassland,3,171,35,2,91,2,7,II-A,255,127,127,1,0.498039,0.498039
1441,14280,37,14280_37_44,West Gulf Coastal Plain Northern Calcareous Prairie,Grassland,1280,7,7,3,1,52,47,I-A,255,0,110,1,0,0.431373
1442,14290,37,14290_37_45,West Gulf Coastal Plain Southern Calcareous Prairie,Grassland,5,-9999,28,4,86,-9999,14,II-A,255,36,158,1,0.141176,0.619608
1443,14340,37,14340_37_98,Texas-Louisiana Coastal Prairie,Grassland,5,98,-9999,5,95,5,-9999,II-A,219,163,223,0.858824,0.639216,0.87451
1444,14510,37,14510_37_98,West Gulf Coastal Plain Wet Longleaf Pine Savanna and Flatwoods,Riparian,144,177,2,2,2,1,97,I-A,68,242,0,0.266667,0.94902,0
1445,14580,37,14580_37_44_45_98,West Gulf Coastal Plain Pine-Hardwood Flatwoods,Hardwood-Conifer,179,104,5,5,3,4,93,I-A,99,235,97,0.388235,0.921569,0.380392
1446,14730,37,14730_32_37_44,Gulf and Atlantic Coastal Plain Floodplain Systems,Riparian,393,257,49,37,10,15,75,III-A,102,119,205,0.4,0.466667,0.803922
1447,14740,37,14740_32_37_44_45_98,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,Riparian,431,129,50,33,8,26,66,I-C,171,185,235,0.670588,0.72549,0.921569
1448,14800,37,14800_36_37_44,Gulf and Atlantic Coastal Plain Swamp Systems,Riparian,1020,-9999,685,410,40,-9999,60,V-A,102,212,179,0.4,0.831373,0.701961
1449,14900,37,14900_37_98,Gulf and Atlantic Coastal Plain Tidal Marsh Systems,Riparian,11,-9999,-9999,11,100,-9999,-9999,II-B,255,235,0,1,0.921569,0
1450,15060,37,15060_37_44,West Gulf Coastal Plain Nonriverine Wet Hardwood Flatwoods,Hardwood,308,130,38,27,9,21,70,I-C,38,115,0,0.14902,0.45098,0
1451,15190,37,15190_32_35_36_37,East-Central Texas Plains Post Oak Savanna and Woodland,Hardwood,57,53,5,4,8,8,84,I-A,207,148,10,0.811765,0.580392,0.039216
1452,13350,58,13350_55_58_60,Atlantic Coastal Plain Dry and Dry-Mesic Oak Forest,Hardwood,198,98,8,7,4,7,89,I-B,230,205,156,0.901961,0.803922,0.611765
1453,13430,58,13430_58_60,Atlantic Coastal Plain Mesic Hardwood Forest,Hardwood,479,382,43,36,8,9,83,III-A,168,112,0,0.658824,0.439216,0
1454,13460,58,13460_54_55_58,Atlantic Coastal Plain Fall-line Sandhills Longleaf Pine Woodland,Conifer,132,369,4,4,3,1,96,I-A,78,156,26,0.305882,0.611765,0.101961
1455,13470,58,13470_55_58_60,Atlantic Coastal Plain Upland Longleaf Pine Woodland,Conifer,131,376,4,4,3,1,96,I-A,135,186,24,0.529412,0.729412,0.094118
1456,13570,58,13570_46_47_55_58_99,Southern Coastal Plain Mesic Slope Forest,Hardwood,402,159,52,35,9,22,69,I-C,191,151,71,0.74902,0.592157,0.278431
1457,13610,58,13610_58_60,Central Atlantic Coastal Plain Maritime Forest,Hardwood,357,119,113,50,14,42,44,III-A,237,0,229,0.929412,0,0.898039
1458,13820,58,13820_55_58,Southern Atlantic Coastal Plain Maritime Forest,Hardwood-Conifer,69,882,14,12,17,1,82,I-B,186,130,255,0.729412,0.509804,1
1459,14260,58,14260_58,Southern Atlantic Coastal Plain Dune and Maritime Grassland,Grassland,8,14,-9999,5,63,37,-9999,I-A,100,0,70,0.392157,0,0.27451
1460,14490,58,14490_58_60,Central Atlantic Coastal Plain Wet Longleaf Pine Savanna and Flatwoods,Riparian,89,261,3,3,3,2,95,I-A,143,237,41,0.560784,0.929412,0.160784
1461,14500,58,14500_55_58,Southern Atlantic Coastal Plain Wet Pine Savanna and Flatwoods,Riparian,100,483,3,3,3,1,96,I-A,209,255,179,0.819608,1,0.701961
1462,14520,58,14520_58_60,Atlantic Coastal Plain Peatland Pocosin and Canebrake,Riparian,14,16,-9999,7,53,47,-9999,I-B,255,125,0,1,0.490196,0
1463,14590,58,14590_58,Atlantic Coastal Plain Clay-Based Carolina Bay Wetland,Riparian,51,315,14,11,21,3,76,I-B,255,232,79,1,0.909804,0.309804
1464,14680,58,14680_46_55_58_99,Atlantic Coastal Plain Streamhead Seepage Swamp-Pocosin-Baygall,Riparian,58,23,16,8,14,35,51,I-B,68,79,145,0.266667,0.309804,0.568627
1465,14730,58,14730_55_58_60,Gulf and Atlantic Coastal Plain Floodplain Systems,Riparian,114,-9999,101,54,47,-9999,53,III-A,102,119,205,0.4,0.466667,0.803922
1466,14740,58,14740_46_47_48_55_56_58_60_99,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,Riparian,477,202,131,68,14,34,52,III-A,171,185,235,0.670588,0.72549,0.921569
1467,14800,58,14800_46_56_58_60_64_65_66,Gulf and Atlantic Coastal Plain Swamp Systems,Riparian,-9999,-9999,221,221,-9999,-9999,100,V-A,102,212,179,0.4,0.831373,0.701961
1468,14900,58,14900_55_56_58_99,Gulf and Atlantic Coastal Plain Tidal Marsh Systems,Riparian,5,288,-9999,5,98,2,-9999,II-A,255,235,0,1,0.921569,0
1469,15010,58,15010_58_60,Central Atlantic Coastal Plain Nonriverine Swamp and Wet Hardwood Forest,Riparian,92,424,-9999,76,82,18,-9999,IV-A,99,214,255,0.388235,0.839216,1
1470,10010,27,10010,Inter-Mountain Basins Sparsely Vegetated Systems,Sparse,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,255,255,190,1,1,0.745098
1471,10070,27,10070,Western Great Plains Sparsely Vegetated Systems,Sparse,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,255,235,190,1,0.921569,0.745098
1472,10110,27,10110_27,Rocky Mountain Aspen Forest and Woodland,Hardwood,146,1719,839,116,79,7,14,IV-B,255,255,115,1,1,0.45098
1473,10120,27,10120_16_27,Rocky Mountain Bigtooth Maple Ravine Woodland,Hardwood,136,82,-9999,51,38,62,-9999,III-A,255,211,127,1,0.827451,0.498039
1474,10240,27,10240_25_27,Madrean Lower Montane Pine-Oak Forest and Woodland,Conifer,60,30,11,7,12,23,65,I-B,167,189,30,0.654902,0.741176,0.117647
1475,10510,27,10510_27,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,Conifer,279,57,33,19,7,34,59,I-C,190,210,255,0.745098,0.823529,1
1476,10520,27,10520_27,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland,Conifer,253,98,77,37,15,37,48,III-A,115,149,230,0.45098,0.584314,0.901961
1477,10541,27,10541_27,Southern Rocky Mountain Ponderosa Pine Woodland-South,Conifer,346,-9999,11,11,3,-9999,97,I-B,168,56,0,0.658824,0.219608,0
1478,10542,27,10542_27,Southern Rocky Mountain Ponderosa Pine Woodland-North,Conifer,505,160,31,24,5,15,80,I-C,148,26,54,0.580392,0.101961,0.211765
1479,10550,27,10550_27,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Conifer,201,443,-9999,139,69,31,-9999,IV-B,211,255,190,0.827451,1,0.745098
1480,10590,27,10590_27_33,Southern Rocky Mountain Pinyon-Juniper Woodland,Conifer,327,406,566,137,42,34,24,III-B,183,138,46,0.717647,0.541176,0.180392
1481,10610,27,10610_22_27_28,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,Hardwood-Conifer,78,73,126,29,37,40,23,I-C,230,230,0,0.901961,0.901961,0
1482,10640,27,10640_15_16_17_23_24_27_28,Colorado Plateau Mixed Low Sagebrush Shrubland,Shrubland,239,119,-9999,79,33,67,-9999,III-A,158,170,215,0.619608,0.666667,0.843137
1485,10860,27,10860_27_31_33,Rocky Mountain Lower Montane-Foothill Shrubland,Shrubland,46,-9999,-9999,46,100,-9999,-9999,IV-A,137,68,101,0.537255,0.266667,0.396078
1486,10940,27,10940_27_33,Western Great Plains Sandhill Steppe,Shrubland,23,-9999,-9999,23,100,-9999,-9999,II-C,169,0,230,0.662745,0,0.901961
1487,10950,27,10950_27,Apacherian-Chihuahuan Mesquite Upland Scrub,Shrubland,26,-9999,28,13,52,-9999,48,I-B,255,56,132,1,0.219608,0.517647
1488,11070,27,11070_27_33,Rocky Mountain Gambel Oak-Mixed Montane Shrubland,Shrubland,50,-9999,-9999,50,100,-9999,-9999,IV-A,115,255,223,0.45098,1,0.87451
1489,11110,27,11110_27_33,Western Great Plains Mesquite Woodland and Shrubland,Shrubland,19,-9999,24,11,56,-9999,44,I-B,156,40,156,0.611765,0.156863,0.611765
1490,11171,27,11171_27,Southern Rocky Mountain Ponderosa Pine Savanna-South,Conifer,521,-9999,12,12,2,-9999,98,I-B,255,85,0,1,0.333333,0
1491,11172,27,11172_27,Southern Rocky Mountain Ponderosa Pine Savanna-North,Conifer,460,-9999,20,19,4,-9999,96,I-C,237,125,33,0.929412,0.490196,0.129412
1492,11190,27,11190_27,Southern Rocky Mountain Juniper Woodland and Savanna,Conifer,495,228,33,27,5,12,83,I-C,135,86,20,0.529412,0.337255,0.078431
1493,11210,27,11210_27,Apacherian-Chihuahuan Semi-Desert Grassland and Steppe,Grassland,13,-9999,-9999,13,100,-9999,-9999,II-B,255,221,216,1,0.866667,0.847059
1494,11220,27,11220_27,Chihuahuan Gypsophilous Grassland and Steppe,Grassland,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,145,230,0,0.568627,0.901961,0
1495,11460,27,11460_27,Southern Rocky Mountain Montane-Subalpine Grassland,Grassland,23,-9999,-9999,23,100,-9999,-9999,II-C,167,205,178,0.654902,0.803922,0.698039
1496,11470,27,11470_27_33,Western Great Plains Foothill and Piedmont Grassland,Grassland,24,-9999,-9999,24,100,-9999,-9999,II-C,137,205,102,0.537255,0.803922,0.4
1497,11490,27,11490_27_38,Western Great Plains Shortgrass Prairie,Grassland,22,-9999,-9999,22,100,-9999,-9999,II-C,205,205,102,0.803922,0.803922,0.4
1498,11530,27,11530_16_23_24_25_27,Inter-Mountain Basins Greasewood Flat,Shrubland,208,-9999,-9999,208,100,-9999,-9999,V-A,225,225,225,0.882353,0.882353,0.882353
1499,11590,27,11590_27_33,Rocky Mountain Montane Riparian Systems,Riparian,273,-9999,80,62,23,-9999,77,III-A,123,124,93,0.482353,0.486275,0.364706
1500,11620,27,11620_27_33,Western Great Plains Floodplain Systems,Riparian,-9999,27,-9999,27,-9999,100,-9999,I-C,102,153,205,0.4,0.6,0.803922
1501,14950,27,14950_27_33,Western Great Plains Depressional Wetland Systems,Riparian,15,-9999,-9999,15,100,-9999,-9999,II-B,104,0,156,0.407843,0,0.611765
1502,15030,27,15030_25_27,Chihuahuan Loamy Plains Desert Grassland,Grassland,15,-9999,-9999,15,100,-9999,-9999,II-B,199,215,158,0.780392,0.843137,0.619608
1503,15040,27,15040_25_27,Chihuahuan-Sonoran Desert Bottomland and Swale Grassland,Grassland,10,-9999,-9999,10,100,-9999,-9999,II-B,166,179,130,0.65098,0.701961,0.509804
1504,13230,98,13230_32_36_37_44_45_98,West Gulf Coastal Plain Mesic Hardwood Forest,Hardwood,271,90,23,17,7,19,74,I-C,181,158,143,0.709804,0.619608,0.560784
1505,13390,98,13390_36_37_98,West Gulf Coastal Plain Chenier and Upper Texas Coastal Fringe Forest and Woodland,Hardwood,89,-9999,24,19,21,-9999,79,I-C,219,69,223,0.858824,0.270588,0.87451
1506,13480,98,13480_37_45_98,West Gulf Coastal Plain Upland Longleaf Pine Forest and Woodland,Conifer,630,783,4,4,1,1,98,I-A,112,127,0,0.439216,0.498039,0
1507,13710,98,13710_32_36_37_45_98,West Gulf Coastal Plain Pine-Hardwood Forest,Hardwood-Conifer,121,64,5,4,4,7,89,I-A,100,168,0,0.392157,0.658824,0
1508,13840,98,13840_98,Mississippi Delta Maritime Forest,Hardwood-Conifer,129,-9999,5,4,3,-9999,97,I-A,107,54,36,0.419608,0.211765,0.141176
1509,14340,98,14340_37_98,Texas-Louisiana Coastal Prairie,Grassland,5,98,-9999,5,95,5,-9999,II-A,219,163,223,0.858824,0.639216,0.87451
1510,14510,98,14510_37_98,West Gulf Coastal Plain Wet Longleaf Pine Savanna and Flatwoods,Riparian,144,177,2,2,2,1,97,I-A,68,242,0,0.266667,0.94902,0
1511,14580,98,14580_37_44_45_98,West Gulf Coastal Plain Pine-Hardwood Flatwoods,Hardwood-Conifer,179,104,5,5,3,4,93,I-A,99,235,97,0.388235,0.921569,0.380392
1512,14730,98,14730_45_46_47_98_99,Gulf and Atlantic Coastal Plain Floodplain Systems,Riparian,115,-9999,100,53,46,-9999,54,III-A,102,119,205,0.4,0.466667,0.803922
1513,14740,98,14740_32_37_44_45_98,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,Riparian,431,129,50,33,8,26,66,I-C,171,185,235,0.670588,0.72549,0.921569
1514,14800,98,14800_45_98,Gulf and Atlantic Coastal Plain Swamp Systems,Riparian,994,-9999,681,404,41,-9999,59,V-A,102,212,179,0.4,0.831373,0.701961
1515,14900,98,14900_37_98,Gulf and Atlantic Coastal Plain Tidal Marsh Systems,Riparian,11,-9999,-9999,11,100,-9999,-9999,II-B,255,235,0,1,0.921569,0
1517,13220,45,13220_45,Southern Crowley`s Ridge Mesic Loess Slope Forest,Hardwood,483,107,88,44,9,41,50,III-A,62,245,51,0.243137,0.960784,0.2
1518,13230,45,13230_32_36_37_44_45_98,West Gulf Coastal Plain Mesic Hardwood Forest,Hardwood,271,90,23,17,7,19,74,I-C,181,158,143,0.709804,0.619608,0.560784
1519,13270,45,13270_45_46_47,East Gulf Coastal Plain Northern Loess Bluff Forest,Hardwood,394,356,152,84,21,24,55,III-A,232,161,212,0.909804,0.631373,0.831373
1520,13290,45,13290_45_46_99,East Gulf Coastal Plain Southern Loess Bluff Forest,Hardwood,218,189,69,41,19,22,59,III-A,168,8,54,0.658824,0.031373,0.211765
1521,13480,45,13480_37_45_98,West Gulf Coastal Plain Upland Longleaf Pine Forest and Woodland,Conifer,630,783,4,4,1,1,98,I-A,112,127,0,0.439216,0.498039,0
1522,13710,45,13710_32_36_37_45_98,West Gulf Coastal Plain Pine-Hardwood Forest,Hardwood-Conifer,121,64,5,4,4,7,89,I-A,100,168,0,0.392157,0.658824,0
1523,13810,45,13810_45,Lower Mississippi River Dune Woodland and Forest,Hardwood,339,450,5,5,1,1,98,I-A,222,196,138,0.870588,0.768627,0.541176
1524,14290,45,14290_37_45,West Gulf Coastal Plain Southern Calcareous Prairie,Grassland,5,-9999,28,4,86,-9999,14,II-A,255,36,158,1,0.141176,0.619608
1525,14320,45,14320_45,Lower Mississippi Alluvial Plain Grand Prairie,Grassland,-9999,3,319,3,-9999,99,1,I-A,227,227,92,0.890196,0.890196,0.360784
1526,14580,45,14580_37_44_45_98,West Gulf Coastal Plain Pine-Hardwood Flatwoods,Hardwood-Conifer,179,104,5,5,3,4,93,I-A,99,235,97,0.388235,0.921569,0.380392
1527,14730,45,14730_45_46_47_98_99,Gulf and Atlantic Coastal Plain Floodplain Systems,Riparian,115,-9999,100,53,46,-9999,54,III-A,102,119,205,0.4,0.466667,0.803922
1528,14740,45,14740_32_37_44_45_98,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,Riparian,431,129,50,33,8,26,66,I-C,171,185,235,0.670588,0.72549,0.921569
1529,14800,45,14800_45_98,Gulf and Atlantic Coastal Plain Swamp Systems,Riparian,994,-9999,681,404,41,-9999,59,V-A,102,212,179,0.4,0.831373,0.701961
1530,15090,45,15090_45_47,Mississippi River Alluvial Plain Dry-Mesic Loess Slope Forest,Hardwood,479,106,88,44,10,41,49,III-A,0,107,82,0,0.419608,0.321569
1531,15100,45,15100_45,Northern Crowley`s Ridge Sand Forest,Hardwood-Conifer,135,486,6,5,4,1,95,I-A,202,122,245,0.792157,0.478431,0.960784
1532,15130,45,15130_45,Lower Mississippi River Flatwoods,Hardwood,395,162,95,52,13,32,55,III-A,98,0,117,0.384314,0,0.458824
1561,13022,50,13022_41_50_51,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,Hardwood,2040,-9999,-9999,2040,100,-9999,-9999,V-B,76,230,0,0.298039,0.901961,0
1562,13022,50,13022_41_50_51,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,Hardwood,2040,-9999,-9999,2040,100,-9999,-9999,V-B,76,230,150,0.298039,0.901961,0.588235
1563,13100,50,13100_44_50,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,123,49,76,24,20,48,32,I-C,176,163,222,0.690196,0.639216,0.870588
1564,13110,50,13110_50,North-Central Interior Dry Oak Forest and Woodland,Hardwood,104,98,19,14,14,14,72,I-B,179,207,143,0.701961,0.811765,0.560784
1565,13130,50,13130_47_50_51,North-Central Interior Beech-Maple Forest,Hardwood,1004,-9999,836,456,45,-9999,55,V-A,0,156,44,0,0.611765,0.172549
1566,13140,50,13140_38_39_40_41_42_43_44_50,North-Central Interior Maple-Basswood Forest,Hardwood,1027,-9999,857,467,46,-9999,54,V-A,237,161,102,0.929412,0.631373,0.4
1568,13651,50,13651_40_41_50,Boreal White Spruce-Fir-Hardwood Forest-Inland,Conifer,250,1468,-9999,213,85,15,-9999,V-A,147,194,114,0.576471,0.760784,0.447059
1569,13660,50,13660_50,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Hardwood-Conifer,483,1018,291,154,32,15,53,III-B,208,255,99,0.815686,1,0.388235
1570,13940,50,13940_50_51,North-Central Interior Oak Savanna,Hardwood,66,184,5,5,7,3,90,I-A,230,213,138,0.901961,0.835294,0.541176
1571,13950,50,13950_50,North-Central Oak Barrens,Hardwood,53,143,6,5,9,4,87,I-A,255,235,176,1,0.921569,0.690196
1572,14071,50,14071_41_50_51,Laurentian Pine-Oak Barrens,Hardwood-Conifer,109,75,5,4,4,6,90,I-A,153,66,0,0.6,0.258824,0
1573,14072,50,14072_41_50_51,Laurentian Pine-Oak Barrens-Jack Pine,Conifer,25,46,18,8,34,18,48,I-B,153,66,100,0.6,0.258824,0.392157
1574,14090,50,14090_50_64,Great Lakes Alvar,Conifer,439,3247,-9999,387,88,12,-9999,V-A,227,235,117,0.890196,0.921569,0.458824
1575,14120,50,14120_39_40_41_42_43_50_51,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland,4,-9999,87,3,96,-9999,4,II-A,214,0,157,0.839216,0,0.615686
1576,14210,50,14210_31_38_42_43_44_50_51,Central Tallgrass Prairie,Grassland,4,-9999,-9999,4,100,-9999,-9999,II-A,232,255,196,0.909804,1,0.768627
1577,14440,50,14440_41_50_51,Eastern Boreal Floodplain,Hardwood,-9999,581,312,203,-9999,35,65,V-A,69,69,156,0.270588,0.270588,0.611765
1578,14660,50,14660_50_51,Great Lakes Wooded Dune and Swale,Riparian,3715,536,-9999,468,13,87,-9999,V-A,181,0,0,0.709804,0,0
1579,14710,50,14710_41_50,Central Interior and Appalachian Floodplain Systems,Riparian,-9999,432,67,58,-9999,14,86,III-A,0,191,176,0,0.74902,0.690196
1580,14750,50,14750_41_50_51_63_64_65_66,Laurentian-Acadian Floodplain Systems,Riparian,-9999,435,68,59,-9999,14,86,III-A,122,143,245,0.478431,0.560784,0.960784
1581,14770,50,14770_40_41_50_51,Boreal Acidic Peatland Systems,Riparian,716,-9999,123,105,15,-9999,85,III-B,106,0,138,0.415686,0,0.541176
1582,14790,50,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Riparian,987,-9999,-9999,987,100,-9999,-9999,V-B,207,61,255,0.811765,0.239216,1
1583,14810,50,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,989,-9999,-9999,989,100,-9999,-9999,V-B,232,189,255,0.909804,0.741176,1
1584,14920,50,14920_41_50_51_52_63,Great Lakes Coastal Marsh Systems,Riparian,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,122,245,202,0.478431,0.960784,0.792157
1585,14930,50,14930_41_42_44_50,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Riparian,17,-9999,-9999,17,100,-9999,-9999,II-C,240,150,20,0.941176,0.588235,0.078431
1586,14940,50,14940_41_50_51,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Riparian,18,-9999,-9999,18,100,-9999,-9999,II-C,0,168,107,0,0.658824,0.419608
1587,15170,50,15170_42_49_50,Paleozoic Plateau Bluff and Talus,Hardwood-Conifer,15,126,102,12,79,9,12,II-B,106,117,0,0.415686,0.458824,0
1588,13022,41,13022_41_50_51,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,Hardwood,2040,-9999,-9999,2040,100,-9999,-9999,V-B,76,230,0,0.298039,0.901961,0
1589,13022,41,13022_41_50_51,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,Hardwood,2040,-9999,-9999,2040,100,-9999,-9999,V-B,76,230,150,0.298039,0.901961,0.588235
1590,13100,41,13100_41_62,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,74,56,23,13,18,24,58,I-B,176,163,222,0.690196,0.639216,0.870588
1591,13140,41,13140_38_39_40_41_42_43_44_50,North-Central Interior Maple-Basswood Forest,Hardwood,1027,-9999,857,467,46,-9999,54,V-A,237,161,102,0.929412,0.631373,0.4
1592,13310,41,13310_39_40_41,Eastern Great Plains Tallgrass Aspen Parkland,Hardwood,16,-9999,8,6,35,-9999,65,I-B,220,240,0,0.862745,0.941176,0
1593,13440,41,13440_41,Boreal Jack Pine-Black Spruce Forest,Conifer,82,-9999,-9999,82,100,-9999,-9999,IV-A,255,140,140,1,0.54902,0.54902
1596,13651,41,13651_40_41_50,Boreal White Spruce-Fir-Hardwood Forest-Inland,Conifer,250,1468,-9999,213,85,15,-9999,V-A,147,194,114,0.576471,0.760784,0.447059
1597,13652,41,13652_41,Boreal White Spruce-Fir-Hardwood Forest-Coastal,Conifer,939,1147,-9999,516,55,45,-9999,V-B,110,137,70,0.431373,0.537255,0.27451
1598,13653,41,13653_41,Boreal White Spruce-Fir-Hardwood Forest-Aspen-Birch,Conifer,112,243,-9999,76,68,32,-9999,III-A,255,255,145,1,1,0.568627
1599,13940,41,13940_39_40_41,North-Central Interior Oak Savanna,Hardwood,550,165,5,5,1,3,96,I-A,230,213,138,0.901961,0.835294,0.541176
1600,13950,41,13950_41_42_43_49_52,North-Central Oak Barrens,Hardwood,341,246,5,5,1,2,97,I-A,255,235,176,1,0.921569,0.690196
1601,14071,41,14071_41_50_51,Laurentian Pine-Oak Barrens,Hardwood-Conifer,109,75,5,4,4,6,90,I-A,153,66,0,0.6,0.258824,0
1602,14072,41,14072_41_50_51,Laurentian Pine-Oak Barrens-Jack Pine,Conifer,25,46,18,8,34,18,48,I-B,153,66,100,0.6,0.258824,0.392157
1603,14120,41,14120_39_40_41_42_43_50_51,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland,4,-9999,87,3,96,-9999,4,II-A,214,0,157,0.839216,0,0.615686
