TransitionGroupID,Model_Code,mean_amount,annual_probability,BpS_Name
Non Replacement Fire,13030_60,127.0274,0.1270274,Northeastern Interior Dry-Mesic Oak Forest
Non Replacement Fire,13030_61_63_64_65_66,157.8896,0.1578896,Northeastern Interior Dry-Mesic Oak Forest
Non Replacement Fire,13030_62,148.9232,0.1489232,Northeastern Interior Dry-Mesic Oak Forest
Non Replacement Fire,13040_32_43_44_49,80.7844,0.0807844,Ozark-Ouachita Dry-Mesic Oak Forest
Non Replacement Fire,13050_47_48,51.684,0.051684,Southern Interior Low Plateau Dry-Mesic Oak Forest
Non Replacement Fire,13050_49,120.0074,0.1200074,Southern Interior Low Plateau Dry-Mesic Oak Forest
Non Replacement Fire,13050_53,64.7046,0.0647046,Southern Interior Low Plateau Dry-Mesic Oak Forest
Non Replacement Fire,13060_47_48,117.03,0.11703,East Gulf Coastal Plain Northern Loess Plain Oak-Hickory Upland
Non Replacement Fire,13070_46_47_48,125.2788,0.1252788,East Gulf Coastal Plain Northern Dry Upland Hardwood Forest
Non Replacement Fire,13080_32_35,199.989,0.199989,Crosstimbers Oak Forest and Woodland
Non Replacement Fire,13080_38_43_44,198.3972,0.1983972,Crosstimbers Oak Forest and Woodland
Non Replacement Fire,13090_53_57,4.5854,0.0045854,Southern Appalachian Northern Hardwood Forest
Non Replacement Fire,13100_38_42_43,32.8918,0.0328918,North-Central Interior Dry-Mesic Oak Forest and Woodland
Non Replacement Fire,13100_39,44.694,0.044694,North-Central Interior Dry-Mesic Oak Forest and Woodland
Non Replacement Fire,13100_41_62,61.4926,0.0614926,North-Central Interior Dry-Mesic Oak Forest and Woodland
Non Replacement Fire,13100_44_50,33.5714,0.0335714,North-Central Interior Dry-Mesic Oak Forest and Woodland
Non Replacement Fire,13100_47,101.5996,0.1015996,North-Central Interior Dry-Mesic Oak Forest and Woodland
Non Replacement Fire,13100_49,65.6992,0.0656992,North-Central Interior Dry-Mesic Oak Forest and Woodland
Non Replacement Fire,13100_51,101.509,0.101509,North-Central Interior Dry-Mesic Oak Forest and Woodland
Non Replacement Fire,13100_52,64.3914,0.0643914,North-Central Interior Dry-Mesic Oak Forest and Woodland
Non Replacement Fire,13110_39,65.382,0.065382,North-Central Interior Dry Oak Forest and Woodland
Non Replacement Fire,13110_42_43,101.5398,0.1015398,North-Central Interior Dry Oak Forest and Woodland
Non Replacement Fire,13110_44,62.0066,0.0620066,North-Central Interior Dry Oak Forest and Woodland
Non Replacement Fire,13110_49,99.8726,0.0998726,North-Central Interior Dry Oak Forest and Woodland
Non Replacement Fire,13110_50,61.315,0.061315,North-Central Interior Dry Oak Forest and Woodland
Non Replacement Fire,13110_51,103.1328,0.1031328,North-Central Interior Dry Oak Forest and Woodland
Non Replacement Fire,13110_52,99.0554,0.0990554,North-Central Interior Dry Oak Forest and Woodland
Non Replacement Fire,13120_44,180.3988,0.1803988,Ouachita Montane Oak Forest
Non Replacement Fire,13130_47_50_51,1.2282,0.0012282,North-Central Interior Beech-Maple Forest
Non Replacement Fire,13130_49_52_62,1.2038,0.0012038,North-Central Interior Beech-Maple Forest
Non Replacement Fire,13140_38_39_40_41_42_43_44_50,1.1924,0.0011924,North-Central Interior Maple-Basswood Forest
Non Replacement Fire,13140_49,1.2214,0.0012214,North-Central Interior Maple-Basswood Forest
Non Replacement Fire,13150_48_53_57_59_61,70.6966,0.0706966,Southern Appalachian Oak Forest
Non Replacement Fire,13160_54_57_59_61,21.6952,0.0216952,Southern Piedmont Mesic Forest
Non Replacement Fire,13160_60,21.5464,0.0215464,Southern Piedmont Mesic Forest
Non Replacement Fire,13170_48_53,163.8426,0.1638426,Allegheny-Cumberland Dry Oak Forest and Woodland
Non Replacement Fire,13170_57_61,84.4942,0.0844942,Allegheny-Cumberland Dry Oak Forest and Woodland
Non Replacement Fire,13170_62,103.5392,0.1035392,Allegheny-Cumberland Dry Oak Forest and Woodland
Non Replacement Fire,13180_48_53,12.5492,0.0125492,Southern and Central Appalachian Cove Forest
Non Replacement Fire,13180_57_59_61,11.9342,0.0119342,Southern and Central Appalachian Cove Forest
Non Replacement Fire,13200_48_57_61,41.8586,0.0418586,Central and Southern Appalachian Montane Oak Forest
Non Replacement Fire,13210_47_48_53_57,13.7,0.0137,South-Central Interior Mesophytic Forest
Non Replacement Fire,13210_49,3.0742,0.0030742,South-Central Interior Mesophytic Forest
Non Replacement Fire,13210_61_63,11.596,0.011596,South-Central Interior Mesophytic Forest
Non Replacement Fire,13210_62,4.1716,0.0041716,South-Central Interior Mesophytic Forest
Non Replacement Fire,13220_45,21.065,0.021065,Southern Crowley`s Ridge Mesic Loess Slope Forest
Non Replacement Fire,13230_32_36_37_44_45_98,54.3336,0.0543336,West Gulf Coastal Plain Mesic Hardwood Forest
Non Replacement Fire,13240_60_65_66,262.2478,0.2622478,Northern Atlantic Coastal Plain Hardwood Forest
Non Replacement Fire,13250_46_47_48,25.5682,0.0255682,East Gulf Coastal Plain Northern Mesic Hardwood Slope Forest
Non Replacement Fire,13260_47,201.4522,0.2014522,South-Central Interior/Upper Coastal Plain Flatwoods
Non Replacement Fire,13260_49,90.5848,0.0905848,South-Central Interior/Upper Coastal Plain Flatwoods
Non Replacement Fire,13270_45_46_47,9.4364,0.0094364,East Gulf Coastal Plain Northern Loess Bluff Forest
Non Replacement Fire,13280_46_99,139.5592,0.1395592,East Gulf Coastal Plain Limestone Forest
Non Replacement Fire,13290_45_46_99,19.9936,0.0199936,East Gulf Coastal Plain Southern Loess Bluff Forest
Non Replacement Fire,13300_46_48_54_55_56_99,139.1968,0.1391968,Southern Coastal Plain Dry Upland Hardwood Forest
Non Replacement Fire,13310_39_40_41,116.715,0.116715,Eastern Great Plains Tallgrass Aspen Parkland
Non Replacement Fire,13330_56,2.5982,0.0025982,South Florida Hardwood Hammock
Non Replacement Fire,13340_32_43_44,49.0036,0.0490036,Ozark-Ouachita Mesic Hardwood Forest
Non Replacement Fire,13350_55_58_60,139.6756,0.1396756,Atlantic Coastal Plain Dry and Dry-Mesic Oak Forest
Non Replacement Fire,13360_56,100.6922,0.1006922,Southwest Florida Coastal Strand and Maritime Hammock
Non Replacement Fire,13370_56,68.6486,0.0686486,Southeast Florida Coastal Strand and Maritime Hammock
Non Replacement Fire,13380_36,10.203,0.010203,Central and South Texas Coastal Fringe Forest and Woodland
Non Replacement Fire,13390_36_37_98,42.1348,0.0421348,West Gulf Coastal Plain Chenier and Upper Texas Coastal Fringe Forest and Woodland
Non Replacement Fire,13400_61,0.9484,0.0009484,Appalachian Shale Barrens
Non Replacement Fire,13420_59,202.9346,0.2029346,Piedmont Hardpan Woodland and Forest
Non Replacement Fire,13430_54_55,25.3696,0.0253696,Atlantic Coastal Plain Mesic Hardwood Forest
Non Replacement Fire,13430_58_60,25.5974,0.0255974,Atlantic Coastal Plain Mesic Hardwood Forest
Non Replacement Fire,13441_51,163.5562,0.1635562,Boreal Jack Pine-Black Spruce Forest - Pine Barrens
Non Replacement Fire,13460_54_55_58,234.9738,0.2349738,Atlantic Coastal Plain Fall-line Sandhills Longleaf Pine Woodland
Non Replacement Fire,13470_55_58_60,234.8616,0.2348616,Atlantic Coastal Plain Upland Longleaf Pine Woodland
Non Replacement Fire,13480_37_45_98,279.371,0.279371,West Gulf Coastal Plain Upland Longleaf Pine Forest and Woodland
Non Replacement Fire,13490_46_48_54_55_99,288.3688,0.2883688,East Gulf Coastal Plain Interior Upland Longleaf Pine Woodland
Non Replacement Fire,13500_57,0.8666,0.0008666,Central and Southern Appalachian Spruce-Fir Forest
Non Replacement Fire,13500_61,0.0772,7.72E-05,Central and Southern Appalachian Spruce-Fir Forest
Non Replacement Fire,13510_48_54_59,329.0702,0.3290702,Southeastern Interior Longleaf Pine Woodland
Non Replacement Fire,13520_53_54_57_59_60_61,196.48,0.19648,Southern Appalachian Montane Pine Forest and Woodland
Non Replacement Fire,13530_46_48_53_54_57_59_60_61,126.692,0.126692,Southern Appalachian Low-Elevation Pine Forest
Non Replacement Fire,13530_47,479.1296,0.4791296,Southern Appalachian Low-Elevation Pine Forest
Non Replacement Fire,13540_64_66,117.457,0.117457,Northeastern Interior Pine Barrens
Non Replacement Fire,13550_60_65,118.4366,0.1184366,Northern Atlantic Coastal Plain Pitch Pine Barrens
Non Replacement Fire,13560_55_56_99,402.3702,0.4023702,Florida Longleaf Pine Sandhill
Non Replacement Fire,13570_46_47_55_58_99,25.5472,0.0255472,Southern Coastal Plain Mesic Slope Forest
Non Replacement Fire,13580_35_36,144.7392,0.1447392,East-Central Texas Plains Southern Pine Forest and Woodland
Non Replacement Fire,13600_56,282.0326,0.2820326,South Florida Pine Rockland
Non Replacement Fire,13610_58_60,17.1226,0.0171226,Central Atlantic Coastal Plain Maritime Forest
Non Replacement Fire,13620_41_50,87.142,0.087142,Laurentian-Acadian Northern Pine(-Oak) Forest
Non Replacement Fire,13620_51_63_64_65_66,17.2968,0.0172968,Laurentian-Acadian Northern Pine(-Oak) Forest
Non Replacement Fire,13622_41_50,25.088,0.025088,Laurentian-Acadian Northern Pine(-Oak) Forest - Pine Dominated
Non Replacement Fire,13630_47_53,193.9846,0.1939846,Central Interior Highlands Dry Acidic Glade and Barrens
Non Replacement Fire,13640_32_44_49,177.81,0.17781,Ozark-Ouachita Dry Oak Woodland
Non Replacement Fire,13651_40_41_50,0.6828,0.0006828,Boreal White Spruce-Fir-Hardwood Forest - Inland
Non Replacement Fire,13651_51,1.9318,0.0019318,Boreal White Spruce-Fir-Hardwood Forest - Inland
Non Replacement Fire,13652_41,0.8962,0.0008962,Boreal White Spruce-Fir-Hardwood Forest - Coastal
Non Replacement Fire,13652_51,0.79,0.00079,Boreal White Spruce-Fir-Hardwood Forest - Coastal
Non Replacement Fire,13653_41,4.1366,0.0041366,Boreal White Spruce-Fir-Hardwood Forest - Aspen-Birch
Non Replacement Fire,13660_50,4.4642,0.0044642,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
Non Replacement Fire,13660_51_63_64_65_66,4.3526,0.0043526,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
Non Replacement Fire,13670_32_44,212.5052,0.2125052,Ozark-Ouachita Shortleaf Pine-Oak Forest and Woodland
Non Replacement Fire,13680_46_48_54_57_59_60_61,187.835,0.187835,Southern Piedmont Dry Oak(-Pine) Forest
Non Replacement Fire,13690_60_61_63_64_65_66,67.33,0.06733,Central Appalachian Dry Oak-Pine Forest
Non Replacement Fire,13700_53_61_62,0.8802,0.0008802,Appalachian (Hemlock-)Northern Hardwood Forest
Non Replacement Fire,13700_60_63_64_65_66,0.8946,0.0008946,Appalachian (Hemlock-)Northern Hardwood Forest
Non Replacement Fire,13710_32_36_37_45_98,214.2588,0.2142588,West Gulf Coastal Plain Pine-Hardwood Forest
Non Replacement Fire,13710_44,219.105,0.219105,West Gulf Coastal Plain Pine-Hardwood Forest
Non Replacement Fire,13720_46_99,142.4058,0.1424058,East Gulf Coastal Plain Interior Shortleaf Pine-Oak Forest
Non Replacement Fire,13750_60,203.571,0.203571,Eastern Serpentine Woodland
Non Replacement Fire,13760_48_53_57_61,135.9896,0.1359896,Southern Ridge and Valley/Cumberland Dry Calcareous Forest
Non Replacement Fire,13770_60_61_63_64_65_66,2.8944,0.0028944,Central Appalachian Pine-Oak Rocky Woodland
Non Replacement Fire,13780_37_44,199.5134,0.1995134,West Gulf Coastal Plain Sandhill Oak and Shortleaf Pine Forest and Woodland
Non Replacement Fire,13790_60_65,124.6778,0.1246778,Northern Atlantic Coastal Plain Maritime Forest
Non Replacement Fire,13800_55_99,28.857,0.028857,East Gulf Coastal Plain Maritime Forest
Non Replacement Fire,13810_45,221.6732,0.2216732,Lower Mississippi River Dune Woodland and Forest
Non Replacement Fire,13820_55_58,69.837,0.069837,Southern Atlantic Coastal Plain Maritime Forest
Non Replacement Fire,13830_32_35_36,112.9538,0.1129538,Edwards Plateau Limestone Savanna and Woodland
Non Replacement Fire,13840_98,219.949,0.219949,Mississippi Delta Maritime Forest
Non Replacement Fire,13850_20,32.1258,0.0321258,Western Great Plains Wooded Draw and Ravine
Non Replacement Fire,13850_29_30,38.9024,0.0389024,Western Great Plains Wooded Draw and Ravine
Non Replacement Fire,13850_31_39_40_42,19.786,0.019786,Western Great Plains Wooded Draw and Ravine
Non Replacement Fire,13870_55_56,0.816,0.000816,Florida Peninsula Inland Scrub
Non Replacement Fire,13890_64_66,0.798,0.000798,Acadian-Appalachian Subalpine Woodland and Heath-Krummholz
Non Replacement Fire,13930_26_34,16.9272,0.0169272,Edwards Plateau Limestone Shrubland
Non Replacement Fire,13930_32_35,22.8948,0.0228948,Edwards Plateau Limestone Shrubland
Non Replacement Fire,13940_39_40_41,205.3086,0.2053086,North-Central Interior Oak Savanna
Non Replacement Fire,13940_42,201.8312,0.2018312,North-Central Interior Oak Savanna
Non Replacement Fire,13940_44_49,192.4298,0.1924298,North-Central Interior Oak Savanna
Non Replacement Fire,13940_50_51,188.4576,0.1884576,North-Central Interior Oak Savanna
Non Replacement Fire,13940_52,194.7446,0.1947446,North-Central Interior Oak Savanna
Non Replacement Fire,13950_41_42_43_49_52,198.5556,0.1985556,North-Central Oak Barrens
Non Replacement Fire,13950_50,187.463,0.187463,North-Central Oak Barrens
Non Replacement Fire,13950_51,187.65,0.18765,North-Central Oak Barrens
Non Replacement Fire,13970_48,264.694,0.264694,Nashville Basin Limestone Glade and Woodland
Non Replacement Fire,14000_60_61,55.1842,0.0551842,Central Appalachian Alkaline Glade and Woodland
Non Replacement Fire,14000_63,54.0452,0.0540452,Central Appalachian Alkaline Glade and Woodland
Non Replacement Fire,14000_64,54.752,0.054752,Central Appalachian Alkaline Glade and Woodland
Non Replacement Fire,14010_43_44_47_48_53,247.2806,0.2472806,Central Interior Highlands Calcareous Glade and Barrens
Non Replacement Fire,14010_49,246.3496,0.2463496,Central Interior Highlands Calcareous Glade and Barrens
Non Replacement Fire,14071_41_50_51,218.8268,0.2188268,Laurentian Pine-Oak Barrens
Non Replacement Fire,14072_41_50_51,78.392,0.078392,Laurentian Pine-Oak Barrens - Jack Pine
Non Replacement Fire,14080_48,245.1898,0.2451898,Alabama Ketona Glade and Woodland
Non Replacement Fire,14090_50_64,0.3168,0.0003168,Great Lakes Alvar
Non Replacement Fire,14100_35,141.0904,0.1410904,Llano Uplift Acidic Forest-Woodland-Glade
Non Replacement Fire,14120_39_40_41_42_43_50_51,11.561,0.011561,North-Central Interior Sand and Gravel Tallgrass Prairie
Non Replacement Fire,14120_49,11.4148,0.0114148,North-Central Interior Sand and Gravel Tallgrass Prairie
Non Replacement Fire,14120_52,11.4124,0.0114124,North-Central Interior Sand and Gravel Tallgrass Prairie
Non Replacement Fire,14130_47,23.6356,0.0236356,Bluegrass Savanna and Woodland
Non Replacement Fire,14140_57,2.9334,0.0029334,Southern Appalachian Grass and Shrub Bald
Non Replacement Fire,14151_44,87.5004,0.0875004,Arkansas Valley Prairie and Woodland - Prairie
Non Replacement Fire,14152_44,470.5158,0.4705158,Arkansas Valley Prairie and Woodland - Woodland
Non Replacement Fire,14160_48,91.7288,0.0917288,Western Highland Rim Prairie and Barrens
Non Replacement Fire,14170_48,114.5922,0.1145922,Eastern Highland Rim Prairie and Barrens
Non Replacement Fire,14180_47,60.3882,0.0603882,Pennyroyal Karst Plain Prairie and Barrens
Non Replacement Fire,14220_32_35_36_37,34.5,0.0345,Southern Blackland Tallgrass Prairie
Non Replacement Fire,14230_32_35,14.7882,0.0147882,Southeastern Great Plains Tallgrass Prairie
Non Replacement Fire,14230_38,14.6702,0.0146702,Southeastern Great Plains Tallgrass Prairie
Non Replacement Fire,14230_43_44,14.484,0.014484,Southeastern Great Plains Tallgrass Prairie
Non Replacement Fire,14250_56,81.6322,0.0816322,Florida Dry Prairie
Non Replacement Fire,14260_58,71.3892,0.0713892,Southern Atlantic Coastal Plain Dune and Maritime Grassland
Non Replacement Fire,14270_47,111.2378,0.1112378,East Gulf Coastal Plain Jackson Plain Prairie and Barrens
Non Replacement Fire,14280_37_44,288.9804,0.2889804,West Gulf Coastal Plain Northern Calcareous Prairie
Non Replacement Fire,14290_37_45,36.7316,0.0367316,West Gulf Coastal Plain Southern Calcareous Prairie
Non Replacement Fire,14300_46,349.4052,0.3494052,Southern Coastal Plain Blackland Prairie and Woodland
Non Replacement Fire,14320_45,321.2252,0.3212252,Lower Mississippi Alluvial Plain Grand Prairie
Non Replacement Fire,14340_37_98,10.109,0.010109,Texas-Louisiana Coastal Prairie
Non Replacement Fire,14360_60,72.8452,0.0728452,Northern Atlantic Coastal Plain Dune and Swale
Non Replacement Fire,14360_65_66,59.9838,0.0599838,Northern Atlantic Coastal Plain Dune and Swale
Non Replacement Fire,14380_36,9.7678,0.0097678,Tamaulipan Savanna Grassland
Non Replacement Fire,14400_36,3.8752,0.0038752,Tamaulipan Clay Grassland
Non Replacement Fire,14440_41_50_51,4.9654,0.0049654,Eastern Boreal Floodplain
Non Replacement Fire,14450_56,41.6976,0.0416976,South Florida Dwarf Cypress Savanna
Non Replacement Fire,14460_56,299.921,0.299921,South Florida Pine Flatwoods
Non Replacement Fire,14470_56,101.0404,0.1010404,South Florida Cypress Dome
Non Replacement Fire,14490_58_60,309.6584,0.3096584,Central Atlantic Coastal Plain Wet Longleaf Pine Savanna and Flatwoods
Non Replacement Fire,14500_55_58,307.3546,0.3073546,Southern Atlantic Coastal Plain Wet Pine Savanna and Flatwoods
Non Replacement Fire,14510_37_98,406.9282,0.4069282,West Gulf Coastal Plain Wet Longleaf Pine Savanna and Flatwoods
Non Replacement Fire,14520_58_60,65.1056,0.0651056,Atlantic Coastal Plain Peatland Pocosin and Canebrake
Non Replacement Fire,14530_55_56,403.7916,0.4037916,Central Florida Pine Flatwoods
Non Replacement Fire,14540_55_56_99,308.7688,0.3087688,East Gulf Coastal Plain Near-Coast Pine Flatwoods
Non Replacement Fire,14550_46_99,124.5628,0.1245628,East Gulf Coastal Plain Southern Loblolly-Hardwood Flatwoods
Non Replacement Fire,14570_47_48,120.901,0.120901,South-Central Interior/Upper Coastal Plain Wet Flatwoods
Non Replacement Fire,14570_49,84.167,0.084167,South-Central Interior/Upper Coastal Plain Wet Flatwoods
Non Replacement Fire,14580_37_44_45_98,208.5576,0.2085576,West Gulf Coastal Plain Pine-Hardwood Flatwoods
Non Replacement Fire,14590_58,74.6066,0.0746066,Atlantic Coastal Plain Clay-Based Carolina Bay Wetland
Non Replacement Fire,14600_55_56_99,101.3346,0.1013346,Southern Coastal Plain Nonriverine Cypress Dome
Non Replacement Fire,14610_46_55_56_99,2.8294,0.0028294,Southern Coastal Plain Seepage Swamp and Baygall
Non Replacement Fire,14660_49,1.8704,0.0018704,Great Lakes Wooded Dune and Swale
Non Replacement Fire,14660_50_51,1.884,0.001884,Great Lakes Wooded Dune and Swale
Non Replacement Fire,14670_36,24.3918,0.0243918,Tamaulipan Floodplain
Non Replacement Fire,14680_46_55_58_99,104.842,0.104842,Atlantic Coastal Plain Streamhead Seepage Swamp-Pocosin-Baygall
Non Replacement Fire,14680_60,110.3332,0.1103332,Atlantic Coastal Plain Streamhead Seepage Swamp-Pocosin-Baygall
Non Replacement Fire,14690_31_39_40_43,18.4556,0.0184556,Eastern Great Plains Floodplain Systems
Non Replacement Fire,14690_38_42_49,18.6404,0.0186404,Eastern Great Plains Floodplain Systems
